method,seed,round,round_theta_index,theta_per_round,parameter_id,t_lead,delta_T_thr,G_ext,Q_ratio,tau,D_E_sec,D_G_sec,score,best_so_far,penalty,final_status,failure_reason,termination_reason,emergency_arrived,emergency_teleport,background_teleported,signal_event_count,stage2_hold_count,stage3_preemption_count,surrogate_mean,surrogate_ci_low,surrogate_ci_high,raw_ei_acquisition,acquisition,bo_selection_strategy,bo_candidate_source,bo_plateau_mode,essi_acquisition,essi_1,essi_2,essi_3,essi_4,essi_5,essi_6,essi_max,essi_mean,essi_log_max,dominant_essi_subspace,spatial_activation_score,raw_score,essi_log_max_ewma,essi_spc_status,essi_stop_recommended
Random Search,20260607,22,4,6,rs_r22_004_tl95_dt9_ge28_qr93_tau73,95,9,28,0.93,0.73,315.92,442.61,327.44,261.81,0.00,PASS,,recovery_detected,True,False,0,4812,0,16,,,,,,,,,,,,,,,,,,,,,327.44,,,
Random Search,20260607,22,5,6,rs_r22_005_tl11_dt64_ge47_qr11_tau89,11,64,47,0.11,0.89,533.92,307.10,513.30,261.81,0.00,PASS,,recovery_timeout,True,False,0,897,1,42,,,,,,,,,,,,,,,,,,,,,513.30,,,
Random Search,20260607,22,6,6,rs_r22_006_tl75_dt44_ge37_qr15_tau86,75,44,37,0.15,0.86,0.00,495.61,1000045.06,261.81,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1557,1,23,,,,,,,,,,,,,,,,,,,,,45.06,,,
Random Search,20260607,23,1,6,rs_r23_001_tl10_dt220_ge17_qr7_tau70,10,220,17,0.07,0.7,502.92,302.56,484.71,261.81,0.00,PASS,,recovery_timeout,True,False,0,980,1,72,,,,,,,,,,,,,,,,,,,,,484.71,,,
Random Search,20260607,23,2,6,rs_r23_002_tl20_dt139_ge3_qr10_tau85,20,139,3,0.1,0.85,437.92,430.29,437.23,261.81,0.00,PASS,,recovery_detected,True,False,0,1370,1,112,,,,,,,,,,,,,,,,,,,,,437.23,,,
Random Search,20260607,23,3,6,rs_r23_003_tl81_dt30_ge47_qr86_tau73,81,30,47,0.86,0.73,0.00,503.65,1000045.79,261.81,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2627,1,14,,,,,,,,,,,,,,,,,,,,,45.79,,,
Random Search,20260607,23,4,6,rs_r23_004_tl53_dt186_ge19_qr18_tau82,53,186,19,0.18,0.82,509.92,302.15,491.03,261.81,0.00,PASS,,recovery_timeout,True,False,0,561,1,70,,,,,,,,,,,,,,,,,,,,,491.03,,,
Random Search,20260607,23,5,6,rs_r23_005_tl29_dt207_ge30_qr54_tau82,29,207,30,0.54,0.82,474.92,304.44,459.42,261.81,0.00,PASS,,recovery_timeout,True,False,0,587,1,51,,,,,,,,,,,,,,,,,,,,,459.42,,,
Random Search,20260607,23,6,6,rs_r23_006_tl75_dt199_ge19_qr35_tau78,75,199,19,0.35,0.78,595.92,293.98,568.47,261.81,0.00,PASS,,recovery_timeout,True,False,0,750,1,76,,,,,,,,,,,,,,,,,,,,,568.47,,,
Random Search,20260607,24,1,6,rs_r24_001_tl9_dt211_ge19_qr3_tau80,9,211,19,0.03,0.8,0.00,502.63,1000045.69,261.81,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,493,1,35,,,,,,,,,,,,,,,,,,,,,45.69,,,
Random Search,20260607,24,2,6,rs_r24_002_tl81_dt53_ge0_qr95_tau79,81,53,0,0.95,0.79,0.00,498.00,1000045.27,261.81,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1286,0,68,,,,,,,,,,,,,,,,,,,,,45.27,,,
Random Search,20260607,24,3,6,rs_r24_003_tl14_dt91_ge12_qr27_tau75,14,91,12,0.27,0.75,517.92,305.13,498.57,261.81,0.00,PASS,,recovery_timeout,True,False,0,1057,1,86,,,,,,,,,,,,,,,,,,,,,498.57,,,
Random Search,20260607,24,4,6,rs_r24_004_tl32_dt223_ge3_qr90_tau70,32,223,3,0.9,0.7,414.92,432.02,416.47,261.81,0.00,PASS,,recovery_detected,True,False,0,1275,1,111,,,,,,,,,,,,,,,,,,,,,416.47,,,
Random Search,20260607,24,5,6,rs_r24_005_tl28_dt224_ge11_qr77_tau88,28,224,11,0.77,0.88,392.92,435.59,396.80,261.81,0.00,PASS,,recovery_detected,True,False,0,703,1,76,,,,,,,,,,,,,,,,,,,,,396.80,,,
Random Search,20260607,24,6,6,rs_r24_006_tl33_dt208_ge24_qr14_tau87,33,208,24,0.14,0.87,628.92,298.44,598.88,261.81,0.00,PASS,,recovery_timeout,True,False,0,578,1,69,,,,,,,,,,,,,,,,,,,,,598.88,,,
Random Search,20260607,25,1,6,rs_r25_001_tl71_dt70_ge45_qr12_tau74,71,70,45,0.12,0.74,426.92,435.20,427.67,261.81,0.00,PASS,,recovery_detected,True,False,0,777,1,37,,,,,,,,,,,,,,,,,,,,,427.67,,,
Random Search,20260607,25,2,6,rs_r25_002_tl104_dt125_ge2_qr57_tau87,104,125,2,0.57,0.87,387.92,439.89,392.64,261.81,0.00,PASS,,recovery_detected,True,False,0,1139,1,110,,,,,,,,,,,,,,,,,,,,,392.64,,,
Random Search,20260607,25,3,6,rs_r25_003_tl108_dt131_ge17_qr80_tau73,108,131,17,0.8,0.73,492.92,308.46,476.15,261.81,0.00,PASS,,recovery_timeout,True,False,0,619,1,70,,,,,,,,,,,,,,,,,,,,,476.15,,,
Random Search,20260607,25,4,6,rs_r25_004_tl109_dt88_ge30_qr88_tau76,109,88,30,0.88,0.76,373.92,439.70,379.90,261.81,0.00,PASS,,recovery_detected,True,False,0,383,1,43,,,,,,,,,,,,,,,,,,,,,379.90,,,
Random Search,20260607,25,5,6,rs_r25_005_tl81_dt217_ge33_qr7_tau71,81,217,33,0.07,0.71,539.92,305.26,518.59,261.81,0.00,PASS,,recovery_timeout,True,False,0,641,1,49,,,,,,,,,,,,,,,,,,,,,518.59,,,
Random Search,20260607,25,6,6,rs_r25_006_tl34_dt105_ge15_qr84_tau87,34,105,15,0.84,0.87,444.92,430.53,443.61,261.81,0.00,PASS,,recovery_detected,True,False,0,723,1,70,,,,,,,,,,,,,,,,,,,,,443.61,,,
Random Search,20260607,26,1,6,rs_r26_001_tl24_dt212_ge49_qr91_tau70,24,212,49,0.91,0.7,697.92,293.87,661.19,261.81,0.00,PASS,,recovery_timeout,True,False,0,615,0,47,,,,,,,,,,,,,,,,,,,,,661.19,,,
Random Search,20260607,26,2,6,rs_r26_002_tl59_dt172_ge2_qr94_tau85,59,172,2,0.94,0.85,368.92,441.86,375.55,261.81,0.00,PASS,,recovery_detected,True,False,0,1092,0,103,,,,,,,,,,,,,,,,,,,,,375.55,,,
Random Search,20260607,26,3,6,rs_r26_003_tl59_dt70_ge31_qr58_tau89,59,70,31,0.58,0.89,0.00,460.28,1000041.84,261.81,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,446,1,38,,,,,,,,,,,,,,,,,,,,,41.84,,,
Random Search,20260607,26,4,6,rs_r26_004_tl11_dt208_ge9_qr99_tau74,11,208,9,0.99,0.74,442.92,433.62,442.07,261.81,0.00,PASS,,recovery_detected,True,False,0,1162,0,81,,,,,,,,,,,,,,,,,,,,,442.07,,,
Random Search,20260607,26,5,6,rs_r26_005_tl3_dt172_ge44_qr42_tau75,3,172,44,0.42,0.75,0.00,493.14,1000044.83,261.81,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,545,1,23,,,,,,,,,,,,,,,,,,,,,44.83,,,
Random Search,20260607,26,6,6,rs_r26_006_tl104_dt40_ge9_qr57_tau81,104,40,9,0.57,0.81,0.00,500.49,1000045.50,261.81,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2136,1,37,,,,,,,,,,,,,,,,,,,,,45.50,,,
Random Search,20260607,27,1,6,rs_r27_001_tl93_dt47_ge41_qr15_tau81,93,47,41,0.15,0.81,0.00,501.47,1000045.59,261.81,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1615,1,19,,,,,,,,,,,,,,,,,,,,,45.59,,,
Random Search,20260607,27,2,6,rs_r27_002_tl83_dt106_ge34_qr55_tau70,83,106,34,0.55,0.7,541.92,299.37,519.87,261.81,0.00,PASS,,recovery_timeout,True,False,0,370,1,51,,,,,,,,,,,,,,,,,,,,,519.87,,,
Random Search,20260607,27,3,6,rs_r27_003_tl7_dt128_ge1_qr61_tau71,7,128,1,0.61,0.71,454.92,429.38,452.60,261.81,0.00,PASS,,recovery_detected,True,False,0,1465,1,124,,,,,,,,,,,,,,,,,,,,,452.60,,,
Random Search,20260607,27,4,6,rs_r27_004_tl104_dt74_ge15_qr3_tau90,104,74,15,0.03,0.9,0.00,493.42,1000044.86,261.81,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,573,1,42,,,,,,,,,,,,,,,,,,,,,44.86,,,
Random Search,20260607,27,5,6,rs_r27_005_tl17_dt17_ge41_qr95_tau86,17,17,41,0.95,0.86,224.92,469.84,247.18,247.18,0.00,PASS,,recovery_detected,True,False,0,3234,0,17,,,,,,,,,,,,,,,,,,,,,247.18,,,
Random Search,20260607,27,6,6,rs_r27_006_tl35_dt25_ge35_qr41_tau81,35,25,35,0.41,0.81,0.00,500.21,1000045.47,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2823,1,16,,,,,,,,,,,,,,,,,,,,,45.47,,,
Random Search,20260607,28,1,6,rs_r28_001_tl63_dt195_ge14_qr81_tau88,63,195,14,0.81,0.88,336.92,446.87,346.92,247.18,0.00,PASS,,recovery_detected,True,False,0,526,1,60,,,,,,,,,,,,,,,,,,,,,346.92,,,
Random Search,20260607,28,2,6,rs_r28_002_tl95_dt34_ge3_qr39_tau85,95,34,3,0.39,0.85,0.00,497.47,1000045.22,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2561,1,46,,,,,,,,,,,,,,,,,,,,,45.22,,,
Random Search,20260607,28,3,6,rs_r28_003_tl87_dt43_ge37_qr35_tau80,87,43,37,0.35,0.8,0.00,495.94,1000045.09,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1603,1,23,,,,,,,,,,,,,,,,,,,,,45.09,,,
Random Search,20260607,28,4,6,rs_r28_004_tl93_dt151_ge48_qr19_tau73,93,151,48,0.19,0.73,360.92,439.52,368.06,247.18,0.00,PASS,,recovery_detected,True,False,0,250,1,31,,,,,,,,,,,,,,,,,,,,,368.06,,,
Random Search,20260607,28,5,6,rs_r28_005_tl61_dt125_ge40_qr50_tau85,61,125,40,0.5,0.85,475.92,424.50,471.25,247.18,0.00,PASS,,recovery_detected,True,False,0,324,1,42,,,,,,,,,,,,,,,,,,,,,471.25,,,
Random Search,20260607,28,6,6,rs_r28_006_tl33_dt201_ge46_qr85_tau84,33,201,46,0.85,0.84,655.92,297.89,623.37,247.18,0.00,PASS,,recovery_timeout,True,False,0,509,1,48,,,,,,,,,,,,,,,,,,,,,623.37,,,
Random Search,20260607,29,1,6,rs_r29_001_tl67_dt198_ge39_qr4_tau90,67,198,39,0.04,0.9,507.92,297.55,488.80,247.18,0.00,PASS,,recovery_timeout,True,False,0,444,1,46,,,,,,,,,,,,,,,,,,,,,488.80,,,
Random Search,20260607,29,2,6,rs_r29_002_tl70_dt110_ge27_qr94_tau76,70,110,27,0.94,0.76,441.92,428.66,440.71,247.18,0.00,PASS,,recovery_detected,True,False,0,385,0,50,,,,,,,,,,,,,,,,,,,,,440.71,,,
Random Search,20260607,29,3,6,rs_r29_003_tl95_dt192_ge48_qr10_tau76,95,192,48,0.1,0.76,320.92,446.11,332.30,247.18,0.00,PASS,,recovery_detected,True,False,0,246,1,31,,,,,,,,,,,,,,,,,,,,,332.30,,,
Random Search,20260607,29,4,6,rs_r29_004_tl91_dt95_ge7_qr23_tau82,91,95,7,0.23,0.82,356.92,437.25,364.22,247.18,0.00,PASS,,recovery_detected,True,False,0,774,1,78,,,,,,,,,,,,,,,,,,,,,364.22,,,
Random Search,20260607,29,5,6,rs_r29_005_tl14_dt19_ge28_qr46_tau83,14,19,28,0.46,0.83,0.00,496.85,1000045.17,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3614,1,19,,,,,,,,,,,,,,,,,,,,,45.17,,,
Random Search,20260607,29,6,6,rs_r29_006_tl59_dt106_ge44_qr67_tau74,59,106,44,0.67,0.74,374.92,440.87,380.92,247.18,0.00,PASS,,recovery_detected,True,False,0,407,1,36,,,,,,,,,,,,,,,,,,,,,380.92,,,
Random Search,20260607,30,1,6,rs_r30_001_tl62_dt19_ge10_qr63_tau73,62,19,10,0.63,0.73,0.00,498.01,1000045.27,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3455,1,27,,,,,,,,,,,,,,,,,,,,,45.27,,,
Random Search,20260607,30,2,6,rs_r30_002_tl98_dt60_ge35_qr76_tau73,98,60,35,0.76,0.73,0.00,504.00,1000045.82,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,531,1,25,,,,,,,,,,,,,,,,,,,,,45.82,,,
Random Search,20260607,30,3,6,rs_r30_003_tl3_dt209_ge37_qr47_tau83,3,209,37,0.47,0.83,464.92,424.70,461.26,247.18,0.00,PASS,,recovery_detected,True,False,0,861,1,42,,,,,,,,,,,,,,,,,,,,,461.26,,,
Random Search,20260607,30,4,6,rs_r30_004_tl46_dt40_ge15_qr62_tau85,46,40,15,0.62,0.85,0.00,495.45,1000045.04,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1574,1,37,,,,,,,,,,,,,,,,,,,,,45.04,,,
Random Search,20260607,30,5,6,rs_r30_005_tl8_dt87_ge8_qr48_tau75,8,87,8,0.48,0.75,401.92,429.16,404.40,247.18,0.00,PASS,,recovery_detected,True,False,0,1223,1,81,,,,,,,,,,,,,,,,,,,,,404.40,,,
Random Search,20260607,30,6,6,rs_r30_006_tl29_dt171_ge34_qr89_tau83,29,171,34,0.89,0.83,498.92,306.33,481.41,247.18,0.00,PASS,,recovery_timeout,True,False,0,427,1,52,,,,,,,,,,,,,,,,,,,,,481.41,,,
Random Search,20260607,31,1,6,rs_r31_001_tl105_dt156_ge25_qr71_tau72,105,156,25,0.71,0.72,406.92,435.74,409.54,247.18,0.00,PASS,,recovery_detected,True,False,0,289,1,49,,,,,,,,,,,,,,,,,,,,,409.54,,,
Random Search,20260607,31,2,6,rs_r31_002_tl13_dt73_ge39_qr64_tau76,13,73,39,0.64,0.76,396.92,434.05,400.30,247.18,0.00,PASS,,recovery_detected,True,False,0,656,1,38,,,,,,,,,,,,,,,,,,,,,400.30,,,
Random Search,20260607,31,3,6,rs_r31_003_tl66_dt166_ge28_qr94_tau71,66,166,28,0.94,0.71,441.92,429.03,440.75,247.18,0.00,PASS,,recovery_detected,True,False,0,382,0,52,,,,,,,,,,,,,,,,,,,,,440.75,,,
Random Search,20260607,31,4,6,rs_r31_004_tl46_dt87_ge37_qr74_tau72,46,87,37,0.74,0.72,669.92,295.28,635.86,247.18,0.00,PASS,,recovery_timeout,True,False,0,453,1,54,,,,,,,,,,,,,,,,,,,,,635.86,,,
Random Search,20260607,31,5,6,rs_r31_005_tl106_dt221_ge28_qr13_tau77,106,221,28,0.13,0.77,417.92,433.42,419.33,247.18,0.00,PASS,,recovery_detected,True,False,0,402,1,48,,,,,,,,,,,,,,,,,,,,,419.33,,,
Random Search,20260607,31,6,6,rs_r31_006_tl34_dt51_ge32_qr79_tau87,34,51,32,0.79,0.87,398.92,430.71,401.81,247.18,0.00,PASS,,recovery_detected,True,False,0,1286,1,40,,,,,,,,,,,,,,,,,,,,,401.81,,,
Random Search,20260607,32,1,6,rs_r32_001_tl53_dt205_ge43_qr29_tau80,53,205,43,0.29,0.8,0.00,458.95,1000041.72,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,189,1,32,,,,,,,,,,,,,,,,,,,,,41.72,,,
Random Search,20260607,32,2,6,rs_r32_002_tl20_dt171_ge40_qr11_tau73,20,171,40,0.11,0.73,432.92,428.55,432.52,247.18,0.00,PASS,,recovery_detected,True,False,0,419,1,40,,,,,,,,,,,,,,,,,,,,,432.52,,,
Random Search,20260607,32,3,6,rs_r32_003_tl89_dt137_ge28_qr99_tau71,89,137,28,0.99,0.71,441.92,429.03,440.75,247.18,0.00,PASS,,recovery_detected,True,False,0,381,0,52,,,,,,,,,,,,,,,,,,,,,440.75,,,
Random Search,20260607,32,4,6,rs_r32_004_tl80_dt121_ge34_qr28_tau86,80,121,34,0.28,0.86,407.92,427.09,409.66,247.18,0.00,PASS,,recovery_detected,True,False,0,304,1,41,,,,,,,,,,,,,,,,,,,,,409.66,,,
Random Search,20260607,32,5,6,rs_r32_005_tl68_dt50_ge26_qr96_tau73,68,50,26,0.96,0.73,0.00,490.70,1000044.61,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1008,0,31,,,,,,,,,,,,,,,,,,,,,44.61,,,
Random Search,20260607,32,6,6,rs_r32_006_tl35_dt20_ge48_qr87_tau85,35,20,48,0.87,0.85,0.00,495.54,1000045.05,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,3245,1,15,,,,,,,,,,,,,,,,,,,,,45.05,,,
Random Search,20260607,33,1,6,rs_r33_001_tl91_dt45_ge20_qr71_tau72,91,45,20,0.71,0.72,0.00,495.55,1000045.05,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1314,1,32,,,,,,,,,,,,,,,,,,,,,45.05,,,
Random Search,20260607,33,2,6,rs_r33_002_tl35_dt154_ge29_qr32_tau90,35,154,29,0.32,0.9,344.92,440.31,353.59,247.18,0.00,PASS,,recovery_detected,True,False,0,372,1,43,,,,,,,,,,,,,,,,,,,,,353.59,,,
Random Search,20260607,33,3,6,rs_r33_003_tl43_dt61_ge36_qr47_tau87,43,61,36,0.47,0.87,0.00,503.06,1000045.73,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,615,1,24,,,,,,,,,,,,,,,,,,,,,45.73,,,
Random Search,20260607,33,4,6,rs_r33_004_tl36_dt62_ge8_qr41_tau81,36,62,8,0.41,0.81,0.00,504.35,1000045.85,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,912,1,47,,,,,,,,,,,,,,,,,,,,,45.85,,,
Random Search,20260607,33,5,6,rs_r33_005_tl45_dt196_ge14_qr27_tau78,45,196,14,0.27,0.78,487.92,312.85,472.00,247.18,0.00,PASS,,recovery_timeout,True,False,0,781,1,74,,,,,,,,,,,,,,,,,,,,,472.00,,,
Random Search,20260607,33,6,6,rs_r33_006_tl97_dt54_ge15_qr88_tau77,97,54,15,0.88,0.77,0.00,505.14,1000045.92,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,952,1,36,,,,,,,,,,,,,,,,,,,,,45.92,,,
Random Search,20260607,34,1,6,rs_r34_001_tl89_dt111_ge36_qr5_tau74,89,111,36,0.05,0.74,584.92,295.39,558.60,247.18,0.00,PASS,,recovery_timeout,True,False,0,459,1,51,,,,,,,,,,,,,,,,,,,,,558.60,,,
Random Search,20260607,34,2,6,rs_r34_002_tl56_dt42_ge45_qr98_tau90,56,42,45,0.98,0.9,0.00,495.52,1000045.05,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1447,0,19,,,,,,,,,,,,,,,,,,,,,45.05,,,
Random Search,20260607,34,3,6,rs_r34_003_tl111_dt52_ge38_qr69_tau76,111,52,38,0.69,0.76,0.00,497.40,1000045.22,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1077,1,23,,,,,,,,,,,,,,,,,,,,,45.22,,,
Random Search,20260607,34,4,6,rs_r34_004_tl48_dt75_ge49_qr1_tau90,48,75,49,0.01,0.9,634.92,300.41,604.51,247.18,0.00,PASS,,recovery_timeout,True,False,0,610,1,47,,,,,,,,,,,,,,,,,,,,,604.51,,,
Random Search,20260607,34,5,6,rs_r34_005_tl105_dt150_ge21_qr58_tau70,105,150,21,0.58,0.7,672.92,286.11,637.76,247.18,0.00,PASS,,recovery_timeout,True,False,0,678,1,76,,,,,,,,,,,,,,,,,,,,,637.76,,,
Random Search,20260607,34,6,6,rs_r34_006_tl86_dt86_ge28_qr48_tau86,86,86,28,0.48,0.86,500.92,309.91,483.56,247.18,0.00,PASS,,recovery_timeout,True,False,0,525,1,55,,,,,,,,,,,,,,,,,,,,,483.56,,,
Random Search,20260607,35,1,6,rs_r35_001_tl58_dt23_ge14_qr65_tau82,58,23,14,0.65,0.82,0.00,499.75,1000045.43,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,2897,1,26,,,,,,,,,,,,,,,,,,,,,45.43,,,
Random Search,20260607,35,2,6,rs_r35_002_tl23_dt104_ge36_qr10_tau89,23,104,36,0.1,0.89,0.00,491.61,1000044.69,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,501,1,27,,,,,,,,,,,,,,,,,,,,,44.69,,,
Random Search,20260607,35,3,6,rs_r35_003_tl62_dt176_ge34_qr47_tau74,62,176,34,0.47,0.74,419.92,428.10,420.66,247.18,0.00,PASS,,recovery_detected,True,False,0,307,1,43,,,,,,,,,,,,,,,,,,,,,420.66,,,
Random Search,20260607,35,4,6,rs_r35_004_tl55_dt62_ge50_qr35_tau77,55,62,50,0.35,0.77,0.00,502.10,1000045.65,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,496,1,20,,,,,,,,,,,,,,,,,,,,,45.65,,,
Random Search,20260607,35,5,6,rs_r35_005_tl90_dt45_ge16_qr76_tau89,90,45,16,0.76,0.89,0.00,497.34,1000045.21,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1451,1,36,,,,,,,,,,,,,,,,,,,,,45.21,,,
Random Search,20260607,35,6,6,rs_r35_006_tl96_dt82_ge23_qr41_tau71,96,82,23,0.41,0.71,558.92,308.53,536.16,247.18,0.00,PASS,,recovery_timeout,True,False,0,689,1,65,,,,,,,,,,,,,,,,,,,,,536.16,,,
Random Search,20260607,36,1,6,rs_r36_001_tl10_dt188_ge49_qr36_tau90,10,188,49,0.36,0.9,0.00,495.96,1000045.09,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,213,1,22,,,,,,,,,,,,,,,,,,,,,45.09,,,
Random Search,20260607,36,2,6,rs_r36_002_tl107_dt164_ge28_qr23_tau75,107,164,28,0.23,0.75,417.92,433.42,419.33,247.18,0.00,PASS,,recovery_detected,True,False,0,400,1,48,,,,,,,,,,,,,,,,,,,,,419.33,,,
Random Search,20260607,36,3,6,rs_r36_003_tl54_dt201_ge37_qr30_tau72,54,201,37,0.3,0.72,433.92,428.98,433.47,247.18,0.00,PASS,,recovery_detected,True,False,0,286,1,44,,,,,,,,,,,,,,,,,,,,,433.47,,,
Random Search,20260607,36,4,6,rs_r36_004_tl0_dt189_ge1_qr46_tau86,0,189,1,0.46,0.86,406.92,436.53,409.61,247.18,0.00,PASS,,recovery_detected,True,False,0,2027,1,115,,,,,,,,,,,,,,,,,,,,,409.61,,,
Random Search,20260607,36,5,6,rs_r36_005_tl84_dt123_ge50_qr2_tau86,84,123,50,0.02,0.86,0.00,467.06,1000042.46,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,176,1,25,,,,,,,,,,,,,,,,,,,,,42.46,,,
Random Search,20260607,36,6,6,rs_r36_006_tl27_dt166_ge4_qr57_tau75,27,166,4,0.57,0.75,271.92,454.43,288.51,247.18,0.00,PASS,,recovery_detected,True,False,0,791,1,77,,,,,,,,,,,,,,,,,,,,,288.51,,,
Random Search,20260607,37,1,6,rs_r37_001_tl89_dt71_ge7_qr71_tau79,89,71,7,0.71,0.79,368.92,431.53,374.61,247.18,0.00,PASS,,recovery_detected,True,False,0,1273,1,77,,,,,,,,,,,,,,,,,,,,,374.61,,,
Random Search,20260607,37,2,6,rs_r37_002_tl104_dt176_ge39_qr100_tau71,104,176,39,1.0,0.71,502.92,316.15,485.94,247.18,0.00,PASS,,recovery_timeout,True,False,0,380,0,46,,,,,,,,,,,,,,,,,,,,,485.94,,,
Random Search,20260607,37,3,6,rs_r37_003_tl0_dt71_ge43_qr52_tau73,0,71,43,0.52,0.73,0.00,499.64,1000045.42,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,913,1,20,,,,,,,,,,,,,,,,,,,,,45.42,,,
Random Search,20260607,37,4,6,rs_r37_004_tl52_dt127_ge11_qr97_tau87,52,127,11,0.97,0.87,500.92,309.77,483.54,247.18,0.00,PASS,,recovery_timeout,True,False,0,692,0,86,,,,,,,,,,,,,,,,,,,,,483.54,,,
Random Search,20260607,37,5,6,rs_r37_005_tl58_dt125_ge47_qr45_tau72,58,125,47,0.45,0.72,276.92,458.96,293.47,247.18,0.00,PASS,,recovery_detected,True,False,0,316,1,28,,,,,,,,,,,,,,,,,,,,,293.47,,,
Random Search,20260607,37,6,6,rs_r37_006_tl24_dt48_ge10_qr95_tau70,24,48,10,0.95,0.7,0.00,486.71,1000044.25,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1604,0,47,,,,,,,,,,,,,,,,,,,,,44.25,,,
Random Search,20260607,38,1,6,rs_r38_001_tl20_dt134_ge46_qr78_tau80,20,134,46,0.78,0.8,497.92,304.31,480.32,247.18,0.00,PASS,,recovery_timeout,True,False,0,368,1,40,,,,,,,,,,,,,,,,,,,,,480.32,,,
Random Search,20260607,38,2,6,rs_r38_002_tl22_dt105_ge42_qr19_tau71,22,105,42,0.19,0.71,602.92,303.41,575.69,247.18,0.00,PASS,,recovery_timeout,True,False,0,620,1,46,,,,,,,,,,,,,,,,,,,,,575.69,,,
Random Search,20260607,38,3,6,rs_r38_003_tl3_dt199_ge30_qr47_tau90,3,199,30,0.47,0.9,574.92,301.86,550.10,247.18,0.00,PASS,,recovery_timeout,True,False,0,1236,1,57,,,,,,,,,,,,,,,,,,,,,550.10,,,
Random Search,20260607,38,4,6,rs_r38_004_tl78_dt171_ge45_qr64_tau73,78,171,45,0.64,0.73,0.00,486.66,1000044.24,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,201,1,26,,,,,,,,,,,,,,,,,,,,,44.24,,,
Random Search,20260607,38,5,6,rs_r38_005_tl52_dt83_ge34_qr62_tau85,52,83,34,0.62,0.85,515.92,306.47,496.88,247.18,0.00,PASS,,recovery_timeout,True,False,0,456,1,48,,,,,,,,,,,,,,,,,,,,,496.88,,,
Random Search,20260607,38,6,6,rs_r38_006_tl74_dt113_ge26_qr44_tau80,74,113,26,0.44,0.8,483.92,310.18,468.13,247.18,0.00,PASS,,recovery_timeout,True,False,0,488,1,55,,,,,,,,,,,,,,,,,,,,,468.13,,,
Random Search,20260607,39,1,6,rs_r39_001_tl64_dt207_ge15_qr82_tau75,64,207,15,0.82,0.75,283.92,455.78,299.54,247.18,0.00,PASS,,recovery_detected,True,False,0,358,1,52,,,,,,,,,,,,,,,,,,,,,299.54,,,
Random Search,20260607,39,2,6,rs_r39_002_tl96_dt54_ge35_qr38_tau87,96,54,35,0.38,0.87,0.00,500.30,1000045.48,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,1025,1,25,,,,,,,,,,,,,,,,,,,,,45.48,,,
Random Search,20260607,39,3,6,rs_r39_003_tl68_dt58_ge13_qr72_tau83,68,58,13,0.72,0.83,0.00,505.08,1000045.92,247.18,1000000.00,FAIL,emergency_stuck,emergency_stuck,False,False,0,734,1,39,,,,,,,,,,,,,,,,,,,,,45.92,,,
